company_name,company_address,num_employees_affected,layoff_date,union,union_rep_info,local_workforce_investment_area,date_notice_received,layoff_or_closure,severance,bumping_rights,jobs,updated(BLN)
The Hotel Karlan,"['14455 Penasquitos Dr.', ' San Diego', ', CA', ' 92129']",101,12/31/19,No,,"San Diego Workforce Partnership, Inc.             ",10/31/19,Closure,Employer did not State,No,"{'Accounting': 1, 'Accounting Administrator': 1, 'Banquet Bartender': 2, 'Banquet House Attendant': 6, 'Banquet Server': 7, 'Bartender': 2, 'Bell Services': 4, 'Catering Sales Manager': 1, 'Cook': 9, 'Engineer': 3, 'Executive Chef': 1, 'Executive Housekeeper': 1, 'Food & Beverage Manager': 1, 'Food & Beverage Supervisor': 1, 'Front Desk Agent': 4, 'Front Desk Supervisor': 1, 'General Manager': 1, 'Greeter': 2, 'House Attendant': 7, 'Housekeeping Floor Supervisor': 1, 'Laundry Attendant': 2, 'Lounge Server': 2, 'Maintenance Supervisor': 1, 'Maintenance/Porter': 2, 'Night Audit': 2, 'Operations Manager': 1, 'Public Area Attendant': 1, 'Restaurant Server': 9, 'Room Attendant': 16, 'Sales Admin': 1, 'Sales Managers': 1, 'Security Agent': 2, 'Server Assistant': 2, 'Steward': 3, None: None}",3/16/20
Tocagen Inc.,"['4242 Campus Point Court Suite #500', ' San Diego', ', CA', ' 92121']",54,12/2/19,No,,"San Diego Workforce Partnership, Inc.             ",10/10/19,Layoff,Employer did not State,No,"{'Analyst 3, Quality Control': 2, 'Associate 2, Quality Assurance': 2, 'Associate Director, Biostatistics': 1, 'Associate Director, Clinical Data Management': 1, 'Associate Director, Facilities, IT & Administration': 1, 'Associate Director, Product Development': 1, 'Associate Director, Project Management': 1, 'Clinical Research Associate': 2, 'Clinical Testing Manager': 1, 'Development Associate 3, Process Dev and Manufacturing': 1, 'Director, Finance and Accounting': 1, 'Director, Manufacturing Operations': 1, 'Director, Statistical Programming': 1, 'Director, Supply Chain': 1, 'Engineer 2, Process Development': 1, 'Engineer 3, Process Development': 1, 'Engineer 4, Process Development': 1, 'Manager, Contract Services': 1, 'Manager, Flow Cytometry': 1, 'Manager, Quality': 1, 'Manager, Quality Assurance Operations': 1, 'National Medical Science Liaison': 1, 'Office Coordinator': 1, 'Principal Engineer': 1, 'Principal Engineer, Process Development': 1, 'Process and Cell Line Development Leader': 1, 'Research Associate 1, R&DDiscovery Medicine': 1, 'Research Associate 1, Translational Research': 1, 'Research Associate 2, Experimental Virology': 1, 'Research Associate 3 & Vivarium Lead, Translational Research': 1, 'Research Associate 3, Translational Research': 1, 'Research Associate 4 - Microscopy Lead, Translational Research': 1, 'Research Associate 4, R&D Discovery Medicine': 1, 'Research Scientist 1, Bioinformatics': 2, 'Research Scientist 1, Experimental Virology': 1, 'Research Scientist 2, Experimental Virology': 1, 'Research Scientist 2, R&D Discovery Medicine': 1, 'Research Scientist 2, Translational Research': 2, 'Senior Associate, Regulatory Operations & Doc Mgmt': 1, 'Senior Clinical Data Manager': 1, 'Senior Clinical Trial Associate': 2, 'Senior Director, Commercial Manufacturing': 1, 'Senior Director, Process Development': 1, 'Senior Manager, Commercial Planning & Operations': 1, 'Senior Manager, Quality Operations': 1, 'Senior Manager, Regulatory Affairs': 2, 'Senior Statistical Programmer': 1, 'Supervisor, Lab Services': 1, None: None}",3/16/20
Teradata Corporation,"['17095 Via Del Campo', ' San Diego', ', CA', ' 92127']",80,1/13/20,No,,"San Diego Workforce Partnership, Inc.             ",11/18/19,Layoff,Yes,No,"{'Administrative Assistant': 2, 'Associate Software Engineer': 2, 'Bar/Migration CSR': 1, 'Business Systems Analyst': 1, 'DevOps Engineer': 1, 'Director, Governance Risk Management': 1, 'Director, Sales Operations': 1, 'Director, Security Architecture': 1, 'Engineering Technician': 1, 'GTM Operations, Consulting Technologies Program Manager': 1, 'GTM Operations, Sales Technologies Program Manager': 2, 'Information Engineer': 1, 'Information Security Operations Director': 1, 'IT Program Management Specialist': 1, 'MarCom Specialist': 1, 'Marketing Manager': 2, 'Principal Software Engineer': 1, 'Product Support Engineer': 1, 'Program Manager': 1, 'Senior Cloud Engineer': 1, 'Senior Employee Learning & Development Specialist': 1, 'Senior Hardware Engineer': 2, 'Senior Information Engineer': 2, 'Senior Manager, Business Systems Analysis': 1, 'Senior Manager, Software Systems': 2, 'Senior Project Manager': 1, 'Senior Project Manager, Sales Strategy and Special Projects': 1, 'Senior Software Engineer': 5, 'Senior Test Engineer': 3, 'Software Engineer': 4, 'Sr Manager, Configuration/Release Engineering': 1, 'Sr Manager, Hardware Engineering': 3, 'Sr Manager, Software Engineering': 3, 'Sr Program Manager': 1, 'Sr Staff Hardware Engineer': 2, 'Sr. Manager, Renewals': 1, 'Sr. Program Manager': 1, 'Staff Hardware Engineer': 1, 'Staff Information Engineer': 2, 'Staff Program Manager': 1, 'Staff Quality Engineer': 1, 'Staff Software Engineer': 7, 'Talent Management Senior Manager': 1, 'Test Engineer': 1, 'User Experience Research and Design': 1, 'VP Enterprise PM0': 1, 'VP HR Business Partners': 3, None: None}",3/16/20
Transform SR LLC,"['565 Broadway', ' Chula Vista', ', CA', ' 91910']",149,2/16/20,No,,"San Diego Workforce Partnership, Inc.             ",11/26/19,Closure,Employer did not State,No,"{'Advanced Technician, Auto': 4, 'AP Manager': 1, 'ASM, Hardlines': 1, 'Asset Protection Associate': 5, 'Assis Auto Center Manager Ill': 1, 'Auto Center Manager Ill': 1, 'CA Comp Plan D CSA': 14, 'Certified Technician, Aufo': 4, 'Consultative Sales Assoc-Base': 13, 'Consultative Sales Trainee - C': 3, 'Consultative Sales Trainee - D': 1, 'Customer Service Advisor': 5, 'Express Technician, Auto': 2, 'FJ Lead': 1, 'FTW Store Support Lead': 1, 'HA Sales Lead': 1, 'Hardlines Sales Lead': 1, 'Member Service Lead': 1, 'Office Associate, Retail': 3, 'Softlines ASM': 1, 'Softlines Associate': 52, 'Softlines Lead': 3, 'Store General Manager II, RS': 1, 'Store Support ASM': 1, 'Store Support Associate': 27, 'Store Support Lead': 1, None: None}",3/16/20
Tocagen Inc.,"['4242 Campus Point Court Suite #600', ' San Diego', ', CA', ' 92121']",2,4/21/20,No,,"San Diego Workforce Partnership, Inc.             ",3/2/20,Layoff,Employer did not State,No,"{'Chief Executive Officer': 1, 'Executive Vice President, CFO': 1, None: None}",3/16/20
"Western Union, LLC","['185 Berry Street Suite 1600', ' San Francisco', ', CA', ' 94107']",169,10/15/19,No,,Office of Economic and Workforce Development SF                                 ,8/14/19,Layoff,Employer did not State,No,"{'3406 Senior Application Architect': 1, '8505 Dir, Project Management': 1, 'Administrator, EUC Solutions Support': 1, 'Analyst, Product': 3, 'Analyst, Strategic Planning': 1, 'Analyst, Technical Project Management': 2, 'Analyst, Web Analytics': 1, 'Asst Mgr, Marketing': 1, 'Asst Mgr, Product Management': 1, 'Big Data and Analytics Engineering TPM': 1, 'Business Process Consultant': 1, 'Change Implementation Manager': 1, 'Chief Engineer and Architecture Leader': 1, 'CX/UX Strategy Lead': 1, 'Dir, Project Management': 1, 'Director, Big Data and Analytics Engineering': 1, 'Director, Business Development': 1, 'Director, Communications': 1, 'Director, Digital Site Health': 1, 'Director, Payments Engineering': 1, 'Director, Product Delivery': 1, 'Director, Product Management': 1, 'Director, Systems Architect': 1, 'Director, Tech Operations Service Delivery': 1, 'Director, User Experience & Product Design': 1, 'Executive Assistant': 2, 'FIU Sr. Intelligence Analyst': 1, 'Head of Channels and Partnerships': 1, 'Head of Consumer MT Product': 1, 'Head of Digital Engineering': 1, 'Information Security Engineer': 1, 'IT Director': 4, 'IT Manager': 1, 'IT Project Leader': 1, 'IT Project Manager': 2, 'Lead Web Producer': 1, 'Leader, Project Management': 4, 'Manager, AML Compliance': 2, 'Manager, Decision Engine': 1, 'Manager, Fraud Product': 2, 'Manager, Human Resources': 1, 'Manager, Portfolio/Budget': 1, 'Manager, Product': 3, 'Manager, Product (Digital Self-Service)': 1, 'Manager, UI/UX Digital': 1, 'Mgr Technical Product Support': 1, 'Mgr, Corporate Real Estate': 1, 'Mgr, Project Management': 2, 'Mobile Development Manager': 2, 'Mobile Web Engineer': 1, 'Payments & Risk Engineering Lead': 1, 'Payments Engineering Developer': 1, 'Payments Engineering Developer Lead': 1, 'Product Owner': 4, 'Risk Product Engineering Developer': 2, 'Risk Product Engineering TPM': 1, 'Scientist, Decision Sciences': 1, 'Senior Analyst, Web Analytics': 6, 'Senior Application Architect': 3, 'Senior Application Developer': 6, 'Senior Business Analyst': 1, 'Senior Financial Analyst': 1, 'Senior Manager, Application Design': 2, 'Senior Manager, Digital Site Health': 1, 'Senior Manager, Finance': 1, 'Senior Manager, Monitoring': 1, 'Senior Manager, Payments': 1, 'Senior Payments Engineering Developer': 7, 'Senior Recruiter, Talent Acquisition': 1, 'Senior Specialist, UI/UX Digital Designer': 1, 'Sr Analyst, Production Support': 1, 'Sr Editor Alt Chan Content': 1, 'Sr Interaction Designer': 3, 'Sr Leader, Project Management': 4, 'Sr Mgr, Communications': 1, 'Sr Mgr, Product Management': 8, 'Sr Mgr, Product Planning and Coordination': 1, 'Sr Mgr, Security': 1, 'Sr Sys Analyst, Decision Engine': 1, 'Sr. Manager, Project Management (Digital Self- Service)': 1, 'Sr. Mgr, CRM': 1, 'Sr. Mgr, Marketing': 1, 'Sr. Mgr, Product Development': 5, 'Sr. Scientist Decision Sciences': 1, 'Systems Analyst, Decision Engine': 1, 'Systems Engineer': 1, 'Team Lead, Quality Assurance': 3, 'Technical Associate': 6, 'VP, MT Product Management': 1, 'VP, Partnerships': 1, 'Web & Mobile TPM (Technical Product Manager)': 1, 'Web Developer': 6, 'Web Engineer': 7, 'Web Systems Analyst': 2, None: None}",3/16/20
"Wave Computing, Inc.","['300 Orchard City Dr. Suite 170', ' Campbell', ', CA', ' 95008']",67,11/15/19,No,,"San Jose Silicon Valley, Workforce Investment Netw",9/23/19,Layoff,Employer did not State,No,"{'Clerical and Accounting': 8, 'Engineers': 47, 'Executives': 2, 'Managers & Supervisors': 7, 'Sales & Marketing': 3, None: None}",3/16/20
Transform SR LLC,"['2180 Tully Rd', ' San Jose', ', CA', ' 95122']",125,2/16/20,No,,"San Jose Silicon Valley, Workforce Investment Netw",11/26/19,Closure,Employer did not State,No,"{'Advanced Technician, Auto': 4, 'ASM, Hardlines': 2, 'Asset Protection Associate': 3, 'Assis Auto Center Manager IV': 1, 'Auto Center Manager IV': 1, 'CA Comp Plan D CSA': 14, 'Certified Technician, Auto': 1, 'Consultative Sales Assoc-Base': 14, 'Consultative Sales Trainee - C': 1, 'Consultative Sales Trainee - D': 1, 'Customer Service Advisor': 2, 'Customer Svc Advisor - Trainee': 1, 'Express Technician, Auto': 3, 'FJ lead': 1, 'FTW Store Support Lead': 1, 'HA Sales Lead': 1, 'Hardlines Sales Lead': 1, 'Ind Hire Advanced Tech, Auto': 1, 'Office Associate, Retail': 4, 'Softlines ASM': 1, 'Softlines Associate': 41, 'Softlines lead': 2, 'Store General Manager I, RS': 1, 'Store Support Associate': 23, None: None}",3/16/20
Transform SR LLC,"['200 Town Center E', ' Santa Maria', ', CA', ' 93454']",89,2/16/20,No,,Santa Barbara County                              ,11/26/19,Closure,Employer did not State,No,"{'Advanced Technician, Auto': 2, 'AP Manager': 1, 'Area Mgr, Asset & Profit Protn': 1, 'ASM, Hardlines': 1, 'Asset Protection Associate': 2, 'Auto Center Manager II': 1, 'CA Comp Plan D CSA': 10, 'Consultative Sales Assoc 1': 2, 'Consultative Sales Assoc-Base': 11, 'Consultative Sales Trainee - C': 2, 'Customer Service Advisor': 1, 'Express Technician, Auto': 1, 'HA Sales Lead': 1, 'Office Associate, Retail': 1, 'Sales Coordinator': 2, 'SDO Associate': 1, 'Softlines ASM': 1, 'Softlines Associate': 34, 'Softlines Lead': 3, 'Store Support Associate': 10, 'Store Support Supervisor': 1, None: None}",3/16/20
Walmart,"['11729 Imperial Hwy', ' Norwalk', ', CA', ' 90650']",197,12/6/19,No,,SELACO Workforce Investment Board                 ,10/10/19,Closure,Employer did not State,No,"{'AP ASSOCIATE': 2, 'ASSEMBLER': 2, 'ASSET PROTECTION ASM': 1, 'ASSISTANT MANAGER': 6, 'CAP TEAM ASSOCIATE': 27, 'CART ASSOCIATE': 3, 'CASHIER': 14, 'CLAIMS ASSOCIATE': 2, 'CONNECTION CENTER ASSOCIATE': 1, 'CUSTOMER HOST': 9, 'CUSTOMER SERVICE ASSOCIATE': 3, 'CUSTOMER SERVICE MANAGER': 5, 'DEPARTMENT MANAGER': 22, 'DSD RECEIVING': 1, 'FITTING ROOM ASSOCIATE': 3, 'LICENSED OPTICIAN': 2, 'MAINTENANCE': 8, 'MOD/PRICE TEAM ASC': 6, 'PEOPLE LEAD': 1, 'PERSONAL SHOPPER': 2, 'PERSONNEL COORDINATOR': 1, 'PHARMACY MANAGER': 1, 'PICKUP DM PUT': 2, 'PRICE VERIFIER ASSOC': 1, 'RX SALES ASSOC': 1, 'RX TECH': 5, 'SALES ASSOCIATE': 36, 'SELF CHECKOUT HOST': 11, 'STAFF PHARMACIST': 2, 'STOCK ASSOCIATE': 9, 'STORE MANAGER': 1, 'SUPERVISOR': 3, 'SUPPORT MANAGER': 2, 'TL SERV': 1, 'VISION CENTER MANAGER': 1, None: None}",3/16/20
Transform SR LLC,"['3501 S Mooney Blvd', ' Visalia', ', CA', ' 93277']",87,2/16/20,No,,"Tulare County Workforce Investment Board, Inc.    ",11/26/19,Closure,Employer did not State,No,"{'ACM2': 1, 'AP Manager': 1, 'ASM, Hardlines': 1, 'Asset Protection Associate': 1, 'CA Comp Plan D CSA': 10, 'Consultative Sales Assoc 1': 4, 'Consultative Sales Assoc-Base': 8, 'Consultative Sales Trainee - C': 2, 'Consultative Sales Trainee - D': 1, 'HA Sales Lead': 1, 'Market Leader': 1, 'Office Associate, Retail': 2, 'Sales Coordinator': 2, 'Softlines ASM': 1, 'Softlines Associate': 26, 'Softlines Lead': 2, 'Store General Manager I, RS': 1, 'Store Support Associate': 16, 'Store Support Supervisor': 1, 'TGCSA': 1, 'TGCSAL': 1, 'TGETl': 2, 'TGST3': 1, None: None}",3/16/20
Transform SR LLC,"['3295 E Main St', ' Ventura', ', CA', ' 93003']",101,2/16/20,No,,"Workforce Investment Board, Ventura County Human S",11/26/19,Closure,Employer did not State,No,"{'Advanced Technician, Auto': 2, 'AP Manager': 1, 'ASM, Hardlines': 1, 'Asset Protection Associate': 1, 'Auto Center Manager Ill': 1, 'CA Comp Plan D CSA': 9, 'Consultative Sales Assoc-Base': 15, 'Consultative Sales Trainee - C': 1, 'Customer Service Advisor': 2, 'Customer Svc Advisor - Trainee': 1, 'Express Technician, Auto': 3, 'FJ Consultative Sales Trainee': 1, 'FTW Store Support Lead': 1, 'HA Sales Lead': 1, 'Ind Hire Advanced Tech, Auto': 1, 'Office Associate, Retail': 2, 'Sales Coordinator': 1, 'Softlines ASM': 2, 'Softlines Associate': 28, 'Softlines Lead': 2, 'Store General Manager I, RS': 1, 'Store Support Associate': 23, 'Store Support Supervisor': 1, None: None}",3/16/20
"Teleperformance USA-FHCS, Inc.","['111 N 1st St.', 'Suite 201', 'Burbank', ', CA', ' 91502']",140,3/31/20,No,,"Verdugo Workforce Investment Board, Community Deve",2/7/20,Closure,Employer did not State,No,"{'Assistant Contact Center Manager': 3, 'Client Services Administrative Assistant': 1, 'Contact Center Manager': 1, 'Director of Operations': 1, 'Operations Administrative Assistant': 4, 'Quality Assurance Analyst': 1, 'Representative': 15, 'Supervisors': 6, 'Transcriptionist / Typists': 108, None: None}",3/16/20
Transform SR LLC - 06701,"['236 N Central Ave', ' Glendale', ', CA', ' 91203']",13,3/15/20,No,,"Verdugo Workforce Investment Board, Community Deve",1/22/20,Closure,Employer did not State,No,"{'Advanced Technician, Auto': 7, 'Assis Auto Center Mgr (CA 2)': 1, 'Auto Center Manager II': 1, 'Certified Technician, Auto': 1, 'Customer Service Advisor': 3, None: None}",3/16/20
Transform KM LLC,"['2019 S Main', ' Lakeport', ', CA', ' 95453']",73,12/15/19,No,,Workforce Alliance of North Bay                                                 ,9/18/19,Closure,Employer did not State,No,"{'AP Manager': 1, 'ASM, Operations (CA)': 1, 'ASM, Softlines (CA)': 1, 'Asset Protection Associate': 1, 'Checkout Service Associate': 19, 'Checkout Service Supervisor': 1, 'Customer Greeter': 3, 'Data Integrity Lead': 1, 'Electronics Lead': 1, 'Evening Salesfloor Supervisor': 1, 'Exit Monitor': 1, 'Footwear Lead': 1, 'Front End Lead': 1, 'Garden Shop/Seasonal Lead': 1, 'Hardlines Merchandiser': 10, 'HBA Lead': 1, 'HR Lead': 1, 'Jewelry Lead': 1, 'Lead Assoc Consumables/Edibles': 1, 'MC&C APP': 1, 'Member Service Lead': 1, 'Office Associate': 2, 'Pricing Lead': 1, 'Reset Lead': 1, 'Restaurant Associate': 4, 'Restaurant Lead': 1, 'Salesfloor Supv Hardlines': 1, 'Service Desk Associate': 2, 'Softlines Lead': 1, 'Softlines Merchandiser': 9, 'Store General Manager II, RS': 1, None: None}",3/16/20
"Transportation Brokerage Specialists, Inc.","['6015 Giant Rd Bldg. 2', ' Richmond', ', CA', ' 94806']",75,4/16/20,No,,Contra Costa County Workforce Development Board   ,2/25/20,Layoff,Employer did not State,No,"{'Assistant Dispatcher': 2, 'Dispatch Manager': 1, 'Driver Associate': 72, None: None}",3/16/20
W.A. Thompson-Mojave,"['45545 Trevor Avenue', ' Lancaster', ', CA', ' 93534']",54,12/6/19,No,,Los Angeles County WDACS                                                        ,10/10/19,Closure,Employer did not State,No,"{'DRAFT': 1, 'DRIVER': 11, 'MERCHANDISER': 14, 'OFFICE STAFF': 2, 'SALES SUPERVISOR': 3, 'SALESPERSON': 10, 'WAREHOUSE': 11, 'WAREHOUSE SUPERVISOR': 2, None: None}",3/16/20
Varex Imaging,"['2175 Mission College Blvd', ' Santa Clara', ', CA', ' 95054']",105,6/26/20,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",2/13/20,Closure,Employer did not State,No,"{'Employees': 105, None: None}",3/16/20
"Transportation Brokerage Specialists, Inc.","['17871 Von Karman Ave', ' Irvine', ', CA', ' 92614']",53,4/16/20,No,,"Orange County Community Services Agency, Special P",2/25/20,Layoff,Employer did not State,No,"{'Assistant Dispatcher': 2, 'Dispatch Manager': 1, 'Driver Associate': 50, None: None}",3/16/20
"Transportation Brokerage Specialists, Inc.","['6400 Valley View St', ' Buena Park', ', CA', ' 90620']",40,4/16/20,No,,"Orange County Community Services Agency, Special P",2/25/20,Layoff,Employer did not State,No,"{'Dispatch Manager': 1, 'Driver Associate': 39, None: None}",3/16/20
Transform SR LLC,"['100 Inland Ctr', ' San Bernardino', ', CA', ' 92408']",116,2/16/20,No,,"San Bernardino County, Jobs and Employment Service",11/26/19,Closure,Employer did not State,No,"{'Advanced Technician, Auto': 1, 'AP Manager': 1, 'ASM, Hardlines': 1, 'Asset Protection Associate': 4, 'Asset Protection Recovery Asso': 1, 'Auto Center Manager II': 1, 'CA Comp Plan D CSA': 9, 'Certified Technician, Auto': 2, 'Consultative Sales Assoc-Base': 15, 'Consultative Sales Assoc-Draw': 2, 'Consultative Sales Trainee - C': 3, 'Consultative Sales Trainee - D': 1, 'Customer Service Advisor': 2, 'Express Technician, Auto': 2, 'FJ Consultative Sales Trainee': 3, 'FJ Lead': 1, 'FTW Store Support Lead': 1, 'HA Sales Lead': 1, 'Lead, Customer Service Advisor': 1, 'Office Associate, Retail': 2, 'Softlines ASM': 1, 'Softlines Associate': 30, 'Softlines Lead': 4, 'Store General Manager II, RS': 1, 'Store Support ASM': 1, 'Store Support Associate': 24, 'Store Support Lead': 1, None: None}",3/16/20
"Western Union, LLC","['185 Berry Street, Suite 1600', ' San Francisco', ', CA', ' 94107']",12,1/15/20,No,,Office of Economic and Workforce Development SF                                 ,11/19/19,Layoff,Employer did not State,No,"{'Application Architect': 1, 'Corporate Hedging Manager': 1, 'Director, Product Management': 1, 'IT Director': 2, 'IT Manager': 1, 'IT Project Manager': 2, 'Manager, Business Process': 1, 'Manager, Channel Partners': 1, 'Senior Application Developer': 1, 'Sr. Specialist, Operations': 1, None: None}",3/16/20
